id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
132,Identification of Populations with Hindered Access to Colorectal Cancer Screening and Surveillance Colonoscopies during the COVID-19 Pandemic,"Randle, H. J.; Gorin, A.; Feustel, P. J.; Antonikowski, A.; Tadros, M.",adult; analysis of variance; cancer patient; cancer prevention; cancer risk; cancer screening; Charlson Comorbidity Index; colonoscopy; colorectal cancer; conference abstract; controlled study; coronavirus disease 2 19; demographics; disaster; gastroenterology; human; pandemic; physician; prevention; social determinants of health; Social Vulnerability Index,2022,Gastroenterology,10.1016/S0016-5085%2822%2960667-X,NA,NA,Community,"Randle, H. J., Gorin, A., Feustel, P. J., Antonikowski, A., & Tadros, M. (2022). Sa1006: IDENTIFICATION OF POPULATIONS WITH HINDERED ACCESS TO COLORECTAL CANCER SCREENING AND SURVEILLANCE COLONOSCOPIES DURING THE COVID-19 PANDEMIC. Gastroenterology, 162(7), S-282. https://doi.org/10.1016/s0016-5085(22)60667-x"
133,"High Social Vulnerability and ""Textbook Outcomes"" after Cancer Operation","Hyer, J. M.; Tsilimigras, D. I.; Diaz, A.; Mirdad, R. S.; Azap, R. A.; Cloyd, J.; Dillhoff, M.; Ejaz, A.; Tsung, A.; Pawlik, T. M.","Aged; Aged, 8  and over; Humans; Incidence; Male; Medicare[Statistics & Numerical Data]; Minority Groups[Statistics & Numerical Data]; Neoplasms[Mortality]; Neoplasms[Surgery]; Patient Readmission[Statistics & Numerical Data]; Postoperative Complications[Epidemiology]; Postoperative Complications[Etiology]; Quality Assurance, Health Care[Statistics & Numerical Data]; Retrospective Studies; Treatment Outcome; United States[Epidemiology]; Vulnerable Populations[Statistics & Numerical Data]",2021,Journal of the American College of Surgeons,10.1016/j.jamcollsurg.2020.11.024,NA,NA,Neighborhood Community,"Hyer, M. J., Tsilimigras, D. I., Diaz, A., Mirdad, R. S., Azap, R. A., Cloyd, J., Dillhoff, M., Ejaz, A., Tsung, A., & Pawlik, T. M. (2021). High Social Vulnerability and “Textbook Outcomes” after Cancer Operation. Journal of the American College of Surgeons, 232(4), 351–359. https://doi.org/10.1016/j.jamcollsurg.2020.11.024"
134,Factors associated with U.S. hospital payer-specific negotiated mammography charges,"Hsieh, K.; Huang, H. H.; Tarras, E. S.; Weber, E.; Marshall, D. C.",competition; conference abstract; controlled study; critical access hospital; cross-sectional study; diagnosis; emergency care; financial distress; health care cost; human; information system; major clinical study; mammography; medicaid; medicare; price; price transparency; private hospital; Social Vulnerability Index,2022,"Journal of Clinical Oncology. Conference: Annual Meeting of the American Society of Clinical Oncology, ASCO",10.1200/JCO.2022.40.16_suppl.e13633,NA,NA,County,"Hsieh, K., Huang, H.-H., Tarras, E. S., Weber, E., & Marshall, D. C. (2022). Factors associated with U.S. hospital payer-specific negotiated mammography charges. Journal of Clinical Oncology, 40(16_suppl), e13633–e13633. https://doi.org/10.1200/jco.2022.40.16_suppl.e13633"
135,Pediatric injury trends and relationships with social vulnerability during the COVID-19 pandemic: A multi-institutional analysis,"Flynn-O'Brien, K. T.; Collings, A. T.; Farazi, M.; Fallat, M. E.; Minneci, P. C.; Speck, K. E.; Van Arendonk, K.; Deans, K. J.; Falcone, R. A., Jr.; Foley, D. S.; Fraser, J. D.; Gadepalli, S.; Keller, M. S.; Kotagal, M.; Landman, M. P.; Leys, C. M.; Markel, T. A.; Rubalcava, N.; St Peter, S. D.; Sato, T. T.","Child; Humans; COVID-19[Epidemiology]; COVID-19; Firearms; Social Vulnerability; Pandemics; Wounds, Gunshot; Retrospective Studies",2023,The Journal of Trauma and Acute Care Surgery,10.1097/TA.0000000000003687,NA,NA,State Community,"Flynn-O’Brien, K. T., Collings, A. T., Farazi, M., Fallat, M. E., Minneci, P. C., Speck, K. E., Van Arendonk, K., Deans, K. J., Falcone, R. A., Foley, D. S., Fraser, J. D., Gadepalli, S., Keller, M. S., Kotagal, M., Landman, M. P., Leys, C. M., Markel, T. A., Rubalcava, N., … St. Peter, S. D. (2022). Pediatric injury trends and relationships with social vulnerability during the COVID-19 pandemic: A multi-institutional analysis. Journal of Trauma and Acute Care Surgery, 94(1), 133–140. https://doi.org/10.1097/ta.0000000000003687"
136,The geography of social vulnerability and nursing home facility factors related to infectious disease transmission,N/A,Medical Sciences; Infectious diseases; Health disparities; Geography; Trends; Epidemiology; Nursing homes; Disease transmission,2022,Antimicrobial Stewardship and Healthcare Epidemiology,10.1017/ash.2022.83,NA,NA,State,"The geography of social vulnerability and nursing home facility factors related to infectious disease transmission. (2022). Antimicrobial Stewardship &amp; Healthcare Epidemiology, 2(S1), s16–s16. https://doi.org/10.1017/ash.2022.83"
137,Factors and reasons associated with low COVID-19 vaccine uptake among highly hesitant communities in the US,"Khairat, S.; Zou, B.; Adler-Milstein, J.",COVID-19[Prevention & Control]; COVID-19; COVID-19 Vaccines; Cross-Sectional Studies; Humans; SARS-CoV-2; Vaccination; Vaccines,2022,American Journal of Infection Control,10.1016/j.ajic.2021.12.013,NA,NA,County Community,"Khairat, S., Zou, B., & Adler-Milstein, J. (2022). Factors and reasons associated with low COVID-19 vaccine uptake among highly hesitant communities in the US. American Journal of Infection Control, 50(3), 262–267. https://doi.org/10.1016/j.ajic.2021.12.013"
139,Factors Associated with Post-Acute Sequelae of SARS-CoV-2 (PASC) After Diagnosis of Symptomatic COVID-19 in the Inpatient and Outpatient Setting in a Diverse Cohort,"Yoo, S. M.; Liu, T. C.; Motwani, Y.; Sim, M. S.; Viswanathan, N.; Samras, N.; Hsu, F.; Wenger, N. S.",Adult; Aged; COVID-19[Complications]; COVID-19[Diagnosis]; COVID-19[Epidemiology]; COVID-19; Comorbidity; Humans; Inpatients; Outpatients; SARS-CoV-2; United States[Epidemiology],2022,Journal of General Internal Medicine,10.1007/s11606-022-07523-3,NA,NA,NA,"Yoo, S. M., Liu, T. C., Motwani, Y., Sim, M. S., Viswanathan, N., Samras, N., Hsu, F., & Wenger, N. S. (2022). Factors Associated with Post-Acute Sequelae of SARS-CoV-2 (PASC) After Diagnosis of Symptomatic COVID-19 in the Inpatient and Outpatient Setting in a Diverse Cohort. Journal of General Internal Medicine, 37(8), 1988–1995. https://doi.org/10.1007/s11606-022-07523-3"
140,End-of-Life Hospice Use and Medicare Expenditures Among Patients Dying of Hepatocellular Carcinoma,"Rice, D. R.; Hyer, J. M.; Diaz, A.; Pawlik, T. M.",NA,2021,Annals of Surgical Oncology,10.1245/s10434-021-09606-7,NA,NA,NA,"Rice, D. R., Hyer, J. M., Diaz, A., & Pawlik, T. M. (2021). End-of-Life Hospice Use and Medicare Expenditures Among Patients Dying of Hepatocellular Carcinoma. Annals of Surgical Oncology, 28(9), 5414–5422. https://doi.org/10.1245/s10434-021-09606-7"
143,Using the Social Vulnerability Index to Examine Demographics and Disparitiesin Surgical Outcomesin Pediatric Trauma Patients,"Stevens, J.; Reppucci, M. L.; Pickett, K.; Acker, S. N.; Carmichael, H.; Velopulos, C.; Bensard, D. D.; Kulungowski, A. M.",bloodstream infection; census tract; central venous catheter; child; childhood trauma; complication; conference abstract; controlled study; deep vein thrombosis; demographics; disaster preparedness; female; government; health care disparity; hospital admission; hospitalization; human; incidence; insurance; intensive care unit; length of stay; major clinical study; male; morbidity; mortality; outcome assessment; pneumonia; postoperative complication; race; Social Vulnerability Index; surgery; surgical infection; urinary tract infection,2021,"Pediatrics. Conference: National Conference and Exhibition Meeting of the American Academy of Pediatrics, AAP",N/A,NA,NA,Tract State,"Stevens J, Reppucci ML, Pickett K, Acker S, Carmichael H, Velopulos CG, Bensard D, Kulungowski A. Using the Social Vulnerability Index to Examine Disparities in Surgical Pediatric Trauma Patients. J Surg Res. 2023 Jul;287:55-62. doi: 10.1016/j.jss.2023.01.013. Epub 2023 Mar 1. PMID: 36868124."
144,Using the Social Vulnerability Index to Examine Local Disparities in Emergent and Elective Cholecystectomy,"Carmichael, H.; Moore, A.; Steward, L.; Velopulos, C. G.",Adult; Cholecystectomy[Statistics & Numerical Data]; Elective Surgical Procedures[Statistics & Numerical Data]; Emergency Medical Services[Statistics & Numerical Data]; Female; Humans; Male; Middle Aged; Retrospective Studies; Vulnerable Populations[Statistics & Numerical Data],2019,Journal of Surgical Research,10.1016/j.jss.2019.05.022,NA,NA,Tract State,"Carmichael, H., Moore, A., Steward, L., & Velopulos, C. G. (2019). Using the Social Vulnerability Index to Examine Local Disparities in Emergent and Elective Cholecystectomy. Journal of Surgical Research, 243, 160–164. https://doi.org/10.1016/j.jss.2019.05.022"
145,"Social vulnerability, medical care access and asthma related emergency department visits and hospitalization: An observational study","Nayak, S. S.; Borkar, R.; Ghozy, S.; Agyeman, K.; Al-Juboori, M. T.; Shah, J.; Ulrich, M. T.","Asthma[Epidemiology]; Asthma[Therapy]; Asthma; Emergency Service, Hospital; Hospitalization; Humans; Logistic Models; Social Vulnerability",2022,Heart & Lung,10.1016/j.hrtlng.2022.04.017,NA,NA,County Community,"Nayak, S. S., Borkar, R., Ghozy, S., Agyeman, K., Al-Juboori, M. T., Shah, J., & Ulrich, M. T. (2022). Social vulnerability, medical care access and asthma related emergency department visits and hospitalization: An observational study. Heart &amp; Lung, 55, 140–145. https://doi.org/10.1016/j.hrtlng.2022.04.017"
148,Disparities in distribution of COVID-19 vaccines across US counties: A geographic information system-based cross-sectional study,"Hernandez, I.; Dickson, S.; Tang, S.; Gabriel, N.; Berenbrok, L. A.; Guo, J.",COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19; COVID-19 Vaccines; Cross-Sectional Studies; Geographic Information Systems; Hispanic or Latino; Humans; United States[Epidemiology];,2022,PLoS Medicine / Public Library of Science,10.1371/journal.pmed.1004069,NA,NA,County Rural Urban,"Hernandez, I., Dickson, S., Tang, S., Gabriel, N., Berenbrok, L. A., & Guo, J. (2022). Disparities in distribution of COVID-19 vaccines across US counties: A geographic information system–based cross-sectional study. PLOS Medicine, 19(7), e1004069. https://doi.org/10.1371/journal.pmed.1004069"
149,Testicular torsion disparities in the pediatric population,"Stewart, S.; Briggs, K. B.; Fraser, J. A.; Osuchukwu, O. O.; Roberts, C.; Oyetunji, T. A.; Alemayehu, H.",Male; Child; Humans; Spermatic Cord Torsion[Diagnosis]; Spermatic Cord Torsion[Epidemiology]; Spermatic Cord Torsion[Surgery]; Spermatic Cord Torsion; Retrospective Studies; Cross-Sectional Studies; Orchiectomy; Insurance Coverage,2022,Journal of the National Medical Association,10.1016/j.jnma.2022.09.009,NA,NA,NA,"Stewart, S., Briggs, K. B., Fraser, J. A., Osuchukwu, O. O., Roberts, C., Oyetunji, T. A., & Alemayehu, H. (2022). Testicular torsion disparities in the pediatric population. Journal of the National Medical Association, 114(6), 558–563. https://doi.org/10.1016/j.jnma.2022.09.009"
150,Social Vulnerability Subtheme Analysis Improves Perioperative Risk Stratification in Hepatopancreatic Surgery,"Labiner, H. E.; Hyer, M.; Cloyd, J. M.; Tsilimigras, D. I.; Dalmacy, D.; Paro, A.; Pawlik, T. M.",Aged; Female; Hepatectomy; Humans; Male; Medicare; Pancreatectomy; Risk Assessment; Social Vulnerability; United States,2022,Journal of Gastrointestinal Surgery,10.1007/s11605-022-05245-9,NA,NA,NA,"Labiner, H. E., Hyer, M., Cloyd, J. M., Tsilimigras, D. I., Dalmacy, D., Paro, A., & Pawlik, T. M. (2022). Social Vulnerability Subtheme Analysis Improves Perioperative Risk Stratification in Hepatopancreatic Surgery. Journal of Gastrointestinal Surgery, 26(6), 1171–1177. https://doi.org/10.1007/s11605-022-05245-9"
152,"A Census Tract-Level Examination of Diagnosed HIV Infection and Social Vulnerability among Black/African American, Hispanic/Latino, and White Adults, 2018: United States","Gant, Z.; Dailey, A.; Hu, X.; Lyons, S. J.; Okello, A.; Elenwa, F.; Johnson, A. S.",NA,2022,Journal of Racial & Ethnic Health Disparities,10.1007/s40615-022-01456-7,NA,NA,Tract State Community,"Gant, Z., Dailey, A., Hu, X., Lyons, S. J., Okello, A., Elenwa, F., & Johnson, A. S. (2022). A Census Tract–Level Examination of Diagnosed HIV Infection and Social Vulnerability among Black/African American, Hispanic/Latino, and White Adults, 2018: United States. Journal of Racial and Ethnic Health Disparities, 10(6), 2792–2801. https://doi.org/10.1007/s40615-022-01456-7"
153,Amplified effect of social vulnerability on health inequality regarding COVID-19 mortality in the USA: the mediating role of vaccination allocation,"Chen, Y.; Zhang, L.; Li, T.; Li, L.",Humans; United States[Epidemiology]; Health Status Disparities; COVID-19[Prevention & Control]; COVID-19; Socioeconomic Factors; COVID-19 Vaccines; Social Vulnerability; Vaccination;,2022,BMC Public Health,10.1186/s12889-022-14592-w,NA,NA,County,"Chen, Y., Zhang, L., Li, T., & Li, L. (2022). Amplified effect of social vulnerability on health inequality regarding COVID-19 mortality in the USA: the mediating role of vaccination allocation. BMC Public Health, 22(1). https://doi.org/10.1186/s12889-022-14592-w"
154,Impact of hospital quality on surgical outcomes in patients with high social vulnerability: Association of textbook outcomes and social vulnerability by hospital quality,"Diaz, A.; Beane, J. D.; Hyer, J. M.; Tsilimigras, D.; Pawlik, T. M.",Aged; Female; Hospitals; Humans; Male; Medicare; Pancreatectomy[Adverse Effects]; Postoperative Complications[Epidemiology]; Postoperative Complications[Etiology]; Social Vulnerability; Treatment Outcome; United States[Epidemiology],2022,Surgery,10.1016/j.surg.2021.10.021,NA,NA,NA,"Diaz, A., Beane, J. D., Hyer, J. M., Tsilimigras, D., & Pawlik, T. M. (2022). Impact of hospital quality on surgical outcomes in patients with high social vulnerability: Association of textbook outcomes and social vulnerability by hospital quality. Surgery, 171(6), 1612–1618. https://doi.org/10.1016/j.surg.2021.10.021"
155,Development and Validation of Mortality Prediction Models Based on the Social Determinants of Health,"Fahoum, K.; Ringel, J. B.; Hirsch, J. A.; Rundle, A. G.; Reshetnyak, E.; Sterling, M. R.; Ezeomah, C.; Goyal, P.; Safford, M. M.",adult; African American; all cause mortality; cerebrovascular accident; cohort analysis; conference abstract; controlled study; education; European American; exercise; female; follow up; health practitioner; human; insurance; major clinical study; male; marriage; mortality; mortality risk; poverty; prediction; psychological model; public health; social determinants of health; social isolation; Social Vulnerability Index; structural racism; validation process,2022,Journal of General Internal Medicine,10.1007/s11606-022-07653-8,NA,NA,Rural,"Abstracts from the 2022 Annual Meeting of the Society of General Internal Medicine. (2022). Journal of General Internal Medicine, 37(S2), 129–664. https://doi.org/10.1007/s11606-022-07653-8"
157,COVID-19 Monoclonal Antibodies: A Single Center Real World Experience,"Brenner, S.; Knee, A.; Salvador, D.; Housman, E.; Fernandez, G.; Paez, A.",adult; caregiver; chronic respiratory tract disease; cohort analysis; comorbidity; conference abstract; controlled study; coronavirus disease 2 19; demographics; diarrhea; dyspnea; effect size; eligibility; female; gender; headache; hospitalization; human; kidney; major clinical study; male; myalgia; patient referral; primary medical care; regression model; respiratory tract disease; retrospective study; Social Vulnerability Index; Spanish ; monoclonal antibody,2022,Open Forum Infectious Diseases,10.1093/ofid/ofac492.956,NA,NA,NA,"Brenner, S., Knee, A., Salvador, D., Housman, E., Fernandez, G., & Paez, A. (2022). 1117. COVID-19 Monoclonal Antibodies: A Single Center Real World Experience. Open Forum Infectious Diseases, 9(Supplement_2). https://doi.org/10.1093/ofid/ofac492.956"
158,Assessing the Relationship between Community Social Vulnerability and Antibiotic Use in Nursing Homes,"Zipfel, C. M.; Paul, P.; Slayton, R.",adult; caregiver; conference abstract; controlled study; epidemiological model; health care delivery; health care facility; health disparity; health status; hospital service; human; infection prevention; nursing home; prescription; public health; regression model; resident; sample size; Social Vulnerability Index; antibiotic agent,2022,Open Forum Infectious Diseases,10.1093/ofid/ofac492.1219,NA,NA,Community,"Zipfel, C. M., Paul, P., & Slayton, R. (2022). 1390. Assessing the Relationship between Community Social Vulnerability and Antibiotic Use in Nursing Homes. Open Forum Infectious Diseases, 9(Supplement_2). https://doi.org/10.1093/ofid/ofac492.1219"
160,Promoting COVID-19 Health Equity through Partnership with Community-Based Organizations and Home Vaccination Services,"Daniels, J.; Holland, D. P.; Forbes, T.; Scott, J. Y.",adult; conference abstract; controlled study; coronavirus disease 2 19; disease control; drug therapy; ethnicity; health disparity; health education; health equity; Hispanic; home care; human; mortality rate; organization; race; resident; Social Vulnerability Index; vaccination; vaccine,2022,Open Forum Infectious Diseases,10.1093/ofid/ofac492.1590,NA,NA,County Community,"Daniels, J., Holland, D. P., Forbes, T., & Scott, J. Y. (2022). 1965. Promoting COVID-19 Health Equity through Partnership with Community-Based Organizations and Home Vaccination Services. Open Forum Infectious Diseases, 9(Supplement_2). https://doi.org/10.1093/ofid/ofac492.1590"
161,Perfluoroalkyl Substances and Community Vulnerability: Associations with Lupus-Related Autoantibodies and Disease,"Vara, E.; Wilson, D.; Pearce, J.; Oates, J.; Kamen, D.",adult; African American; autoimmunity; census tract; cohort analysis; conference abstract; controlled study; demographics; ethnicity; female; household; housing; human; human tissue; language; linear regression analysis; longitudinal study; major clinical study; male; medical history; neighborhood; race; serology; social determinants of health; social status; Social Vulnerability Index; systemic lupus erythematosus; antinuclear antibody; autoantibody; biological marker; endogenous compound; perfluorooctanesulfonic acid; perfluorooctanoic acid,2022,Arthritis and Rheumatology,10.1002/art.42355,NA,NA,Tract Neighborhood,"Abstract Supplement ACR Convergence 2022. (2022). Arthritis &amp; Rheumatology, 74(S9). Portico. https://doi.org/10.1002/art.42355"
162,"Where are children ages 5–17 years receiving their COVID-19 vaccinations? Variations over time and by sociodemographic characteristics, United States","Santibanez, Tammy A.; Black, Carla L.; Vogt, Tara M.; Chatham-Stephens, Kevin; Zhou, Tianyi; Lendon, Jessica P.; Singleton, James A.",Medical Sciences--Allergology And Immunology; COVID-19; Vaccination; Vaccination setting; Children; COVID-19 vaccines; Minority & ethnic groups; Vaccines; Demographics; Sociodemographics; Influenza; Age; Immunization; United States--US,2022,Vaccine,10.1016/j.vaccine.2022.10.025,NA,NA,State Urban,"Santibanez, T. A., Black, C. L., Vogt, T. M., Chatham-Stephens, K., Zhou, T., Lendon, J. P., & Singleton, J. A. (2022). Where are children ages 5–17 years receiving their COVID-19 vaccinations? Variations over time and by sociodemographic characteristics, United States. Vaccine, 40(48), 6917–6923. https://doi.org/10.1016/j.vaccine.2022.10.025"
165,The impact of broadening COVID-19 testing eligibility on communities of color – A lesson for overcoming structural barriers to health care,"Perez, N. P.; Xerras, D. C.; Aldrich, L. S.; Wilkie, S.; Tan-McGrory, A.; Betancourt, J. R.; Masiakos, P. T.",Access to care; Health care disparities; Health policy; Testing guidelines,2022,Preventive Medicine Reports,10.1016/j.pmedr.2022.101744,NA,NA,State Community,"Perez, N. P., Xerras, D. C., Aldrich, L. S., Wilkie, S., Tan-McGrory, A., Betancourt, J. R., & Masiakos, P. T. (2022). The impact of broadening COVID-19 testing eligibility on communities of color – A lesson for overcoming structural barriers to health care. Preventive Medicine Reports, 26, 101744. https://doi.org/10.1016/j.pmedr.2022.101744"
166,"County-Level COVID-19 Vaccination Coverage and Social Vulnerability-United States, December 14, 2020-March 14, 2021","Anonymous,",Medical Sciences; COVID-19 vaccines; Socioeconomic factors; Minority & ethnic groups; Immunization; United States--US,2021,Medical Benefits,N/A,NA,NA,State,"Hughes MM, Wang A, Grossman MK, et al. County-Level COVID-19 Vaccination Coverage and Social Vulnerability � United States, December 14, 2020�March 1, 2021. MMWR Morb Mortal Wkly Rep 2021;70:431�436. DOI:�http://dx.doi.org/10.15585/mmwr.mm7012e1external icon."
167,County trajectories of pyramid scheme victimization,"Greenman, S. J.; Snyder, S.; Bosley, S.; Chenoweth, D.",NA,2022,"Crime, Law & Social Change",10.1007/s10611-022-10050-1,NA,NA,County Community,"Greenman, S. J., Snyder, S., Bosley, S., & Chenoweth, D. (2022). County trajectories of pyramid scheme victimization. Crime, Law and Social Change, 79(3), 291–317. https://doi.org/10.1007/s10611-022-10050-1"
169,"COVID-19 Vaccine Provider Availability and Vaccination Coverage Among Children Aged 5-11 Years - United States, November 1, 2021-April 25, 2022","DeCuir, J.; Meng, L.; Pan, Y.; Vogt, T.; Chatham-Stevens, K.; Meador, S.; Shaw, L.; Black, C. L.; Harris, L. Q.","Ambulatory Care Facilities; BNT162 Vaccine; COVID-19[Complications]; COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19; COVID-19 Vaccines; Child; Humans; Systemic Inflammatory Response Syndrome; United States[Epidemiology]; Vaccination; Vaccination Coverage; Vaccines N38TVC63NU ; pediatric multisystem inflammatory disease, COVID-19 related",2022,MMWR - Morbidity & Mortality Weekly Report,10.15585/mmwr.mm7126a3,NA,NA,County State Urban,"DeCuir, J., Meng, L., Pan, Y., Vogt, T., Chatham-Stevens, K., Meador, S., Shaw, L., Black, C. L., & Harris, L. Q. (2022). COVID-19 Vaccine Provider Availability and Vaccination Coverage Among Children Aged 5–11 Years — United States, November 1, 2021–April 25, 2022. MMWR. Morbidity and Mortality Weekly Report, 71(26), 847–851. https://doi.org/10.15585/mmwr.mm7126a3"
171,"COVID-19 Bivalent Booster Vaccination Coverage and Intent to Receive Booster Vaccination Among Adolescents and Adults - United States, November-December 2022","Lu, P. J.; Zhou, T.; Santibanez, T. A.; Jain, A.; Black, C. L.; Srivastav, A.; Hung, M. C.; Kriss, J. L.; Schorpp, S.; Yankey, D.; Sterrett, N.; Fast, H. E.; Razzaghi, H.; Elam-Evans, L. D.; Singleton, J. A.",Humans; Adult; United States[Epidemiology]; Adolescent; COVID-19 Vaccines; Vaccination Coverage; COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19; SARS-CoV-2; Vaccination; COVID-19 vaccine booster shot,2023,MMWR - Morbidity & Mortality Weekly Report,10.15585/mmwr.mm7207a5,NA,NA,Rural,"Lu, P., Zhou, T., Santibanez, T. A., Jain, A., Black, C. L., Srivastav, A., Hung, M.-C., Kriss, J. L., Schorpp, S., Yankey, D., Sterrett, N., Fast, H. E., Razzaghi, H., Elam-Evans, L. D., & Singleton, J. A. (2023). COVID-19 Bivalent Booster Vaccination Coverage and Intent to Receive Booster Vaccination Among Adolescents and Adults — United States, November–December 2022. MMWR. Morbidity and Mortality Weekly Report, 72(7), 190–198. https://doi.org/10.15585/mmwr.mm7207a5"
172,Moderating effect of a cross-level social distancing policy on the disparity of COVID-19 transmission in the United States,"Luo, ZhenWei; Li, Lin; Ma, JianFang; Tang, Zhuo; Shen, Hang; Zhu, HaiHong; Wu, Bin",coronavirus disease 2 19; culture; disease control; disease prevention; disease transmission; economic recovery; health inequalities; human diseases; medicine; pandemics; policy; resource conservation; social distancing; socioeconomics; viral diseases; man; Severe acute respiratory syndrome coronavirus 2; USA; Homo; Hominidae; primates; mammals; vertebrates; Chordata; animals; eukaryotes; Severe acute respiratory syndrome-related coronavirus; Betacoronavirus; Coronavirinae; Coronaviridae; Nidovirales; positive-sense ssR Viruses; ssR Viruses; R Viruses; viruses; APEC countries; high income countries; North America; America; OECD Countries; very high Human Development Index countries; health disparities; medical sciences; SARS-CoV-2; socioeconomic aspects; United States of America; viral infections,2022,ISPRS International Journal of Geo Information,10.3390/ijgi11040229,NA,NA,County State,"Luo, Z., Li, L., Ma, J., Tang, Z., Shen, H., Zhu, H., & Wu, B. (2022). Moderating Effect of a Cross-Level Social Distancing Policy on the Disparity of COVID-19 Transmission in the United States. ISPRS International Journal of Geo-Information, 11(4), 229. https://doi.org/10.3390/ijgi11040229"
176,The Influence of Social Determinants of Health on the Provision of Postpartum Contraceptives in Medicaid,"Nsiah, I.; Mali, N. V.; Barnard, M.; Goswami, S.; Lyle, C.; Ramachandran, S.",NA,2022,Healthcare,10.3390/healthcare10020298,NA,NA,County,"Nsiah, I., Mali, N. V., Barnard, M., Goswami, S., Lyle, C., & Ramachandran, S. (2022). The Influence of Social Determinants of Health on the Provision of Postpartum Contraceptives in Medicaid. Healthcare, 10(2), 298. https://doi.org/10.3390/healthcare10020298"
177,"Patterns in COVID-19 Vaccination Coverage, by Social Vulnerability and Urbanicity - United States, December 14, 2020-May 1, 2021","Barry, V.; Dasgupta, S.; Weller, D. L.; Kriss, J. L.; Cadwell, B. L.; Rose, C.; Pingali, C.; Musial, T.; Sharpe, J. D.; Flores, S. A.; Greenlund, K. J.; Patel, A.; Stewart, A.; Qualters, J. R.; Harris, L.; Barbour, K. E.; Black, C. L.",Adult; COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19 Vaccines[Administration & Dosage]; Cities[Epidemiology]; Healthcare Disparities[Statistics & Numerical Data]; Humans; Socioeconomic Factors; United States[Epidemiology]; Urban Population[Statistics & Numerical Data]; Vaccination Coverage[Statistics & Numerical Data]; Vulnerable Populations[Statistics & Numerical Data];,2021,MMWR - Morbidity & Mortality Weekly Report,10.15585/mmwr.mm7022e1,NA,NA,County Urban,"Barry, V., Dasgupta, S., Weller, D. L., Kriss, J. L., Cadwell, B. L., Rose, C., Pingali, C., Musial, T., Sharpe, J. D., Flores, S. A., Greenlund, K. J., Patel, A., Stewart, A., Qualters, J. R., Harris, L., Barbour, K. E., & Black, C. L. (2021). Patterns in COVID-19 Vaccination Coverage, by Social Vulnerability and Urbanicity — United States, December 14, 2020–May 1, 2021. MMWR. Morbidity and Mortality Weekly Report, 70(22), 818–824. https://doi.org/10.15585/mmwr.mm7022e1"
179,"Association Between Social Vulnerability and Rates of HIV Diagnoses Among Black Adults, by Selected Characteristics and Region of Residence - United States, 2018","Dailey, A. F.; Gant, Z.; Hu, X.; Johnson Lyons, S.; Okello, A.; Satcher Johnson, A.",Adult; Black People; Female; HIV Infections[Epidemiology]; HIV Infections[Ethnology]; Humans; Male; Middle Aged; Residence Characteristics; Social Determinants of Health; Social Vulnerability; United States[Epidemiology]; United States[Ethnology],2022,MMWR - Morbidity & Mortality Weekly Report,10.15585/mmwr.mm7105a2,NA,NA,State Community,"Dailey, A. F., Gant, Z., Hu, X., Johnson Lyons, S., Okello, A., & Satcher Johnson, A. (2022). Association Between Social Vulnerability and Rates of HIV Diagnoses Among Black Adults, by Selected Characteristics and Region of Residence — United States, 2018. MMWR. Morbidity and Mortality Weekly Report, 71(5), 167–170. https://doi.org/10.15585/mmwr.mm7105a2"
181,Applying the Social Vulnerability Index as a Leading Indicator to Protect Fire-Based Emergency Medical Service Responders' Health,"Haas, E. J.; Furek, A.; Casey, M.; Yoon, K. N.; Moore, S. M.",COVID-19; Emergency Medical Services; Emergency Responders; Humans; Pandemics; SARS-CoV-2; United States,2021,International Journal of Environmental Research & Public Health [Electronic Resource],10.3390/ijerph18158049,NA,NA,NA,"Haas, E. J., Furek, A., Casey, M., Yoon, K. N., & Moore, S. M. (2021). Applying the Social Vulnerability Index as a Leading Indicator to Protect Fire-Based Emergency Medical Service Responders’ Health. International Journal of Environmental Research and Public Health, 18(15), 8049. https://doi.org/10.3390/ijerph18158049"
182,Ethical Distribution of COVID-19 Vaccines to Health Care Workers: One Hospital System's Attempt at a Moral Allocation Algorithm,"Dunne, Joseph M. PhD; Smith, Karen L. PhD H. E. C. C.; Haugh, Matthew J. M. A.; Washburn, Rebecca E. M. H. A. R. N.; Su, Wan-Ting K. PhD; Plum, Alexander M. P. H. Ches",Philosophy; COVID-19; Algorithms; Medical personnel; COVID-19 vaccines; Resource allocation; Workplace diversity; Employees; Medical ethics,2021,The Journal of Hospital Ethics,N/A,NA,NA,NA,NA
183,"Will the economic growth benefit public health? Health vulnerability, urbanization and COVID-19 in the USA","Fan, Y.; Fang, M.; Zhang, X.; Yu, Y.",NA,2023,Annals of Regional Science,10.1007/s00168-021-01103-9,NA,NA,State Urban Territory,"Fan, Y., Fang, M., Zhang, X., & Yu, Y. (2022). Will the economic growth benefit public health? Health vulnerability, urbanization and COVID-19 in the USA. The Annals of Regional Science, 70(1), 81–99. https://doi.org/10.1007/s00168-021-01103-9"
